train_no,train_name,source_station_code,destination_station_code
11013,COIMBATORE E,LTT,CBE
11014,LOKMANYA TT,CBE,LTT
11017,LTT-KIK WEEK,LTT,KIK
11018,KARAIKAL LTT,KIK,LTT
11021,DR-TEN EXPRE,DR,TEN
11022,TEN - DR EXP,TEN,DR
11035,SHARAVATHI E,DR,MYS
11036,SHARAVATI EX,MYS,DR
11053,LTT-AMH EXPR,LTT,AMH
11054,AMH-LTT EXPR,AMH,LTT
11059,CHHAPRA EXPR,LTT,CPR
11060,CPR LTT EXPR,CPR,LTT
11063,MS SA SUPER,MS,SA
11064,SA MS SUPERF,SA,MS
11071,KAMAYANI EXP,LTT,BSB
11072,KAMAYANI EXP,BSB,LTT
11073,LTT-MAS EXPR,LTT,MAS
11074,CHENNAI - LT,MAS,LTT
11077,JHELUM EXPRE,PUNE,JAT
11078,JHELUM EXPRE,JAT,PUNE
11087,VRL-PUNE EXP,VRL,PUNE
11088,PUNE-VRL EXP,PUNE,VRL
11091,BHUJ PUNE EX,BHUJ,PUNE
11092,PUNE BHUJ EX,PUNE,BHUJ
11095,AHIMSA EXPRE,ADI,PUNE
11096,AHIMSA EXPRE,PUNE,ADI
11097,POORNA EXPRE,PUNE,ERS
11098,POORNA EXPRE,ERS,PUNE
11101,PUNE-GWALIOR,PUNE,GWL
11102,GWL-PUNE EXP,GWL,PUNE
11107,BUNDELKHAND,GWL,BSB
11108,BUNDELKHAND,BSB,GWL
11125,IND-GWL EXP,INDB,GWL
11126,GWL-IND EXP,GWL,INDB
11203,NAGPUR JAIPU,NGP,JP
11204,JAIPUR NAGPU,JP,NGP
11205,LTT-NZB EXPR,LTT,NZB
11206,NZB-LTT WEEK,NZB,LTT
11265,JBP-ABKP EXP,JBP,ABKP
11266,ABKP-JBP EXP,ABKP,JBP
11405,PUNE-AMRAVAT,PUNE,AMI
11406,AMRAVAI-PUNE,AMI,PUNE
11407,PUNE-LJN EXP,PUNE,LJN
11408,LJN-PUNE EXP,LJN,PUNE
11447,SHAKTIPUNJ E,JBP,HWH
11448,SHAKTIPUNJ E,HWH,JBP
11651,JBP-SGRL INT,JBP,SGRL
11652,SGRL-JBP INT,SGRL,JBP
11701,JBP-INDB INT,JBP,INDB
11702,INDB-JBP INT,INDB,JBP
12003,LKO-NDLS SHA,LJN,NDLS
12004,NDLS-LKO SHA,NDLS,LJN
12007,MAS-MYS SHAT,MAS,MYS
12008,MYS-MAS SHAT,MYS,MAS
12009,SHATABDI EXP,BCT,ADI
12010,SHATABDI EXP,ADI,BCT
12013,NDLS-ASR SHA,NDLS,ASR
12014,ASR-NDLS SHA,ASR,NDLS
12017,NDLS-DDN SHA,NDLS,DDN
12018,DDN-NDLS SHA,DDN,NDLS
12019,HOWRAH RANCH,HWH,RNC
12020,RNC HWH SHAT,RNC,HWH
12023,HOWRAH PATNA,HWH,PNBE
12024,PATNA HOWRAH,PNBE,HWH
12025,PUNE-SC SHAT,PUNE,SC
12026,SC-PUNE SHAT,SC,PUNE
12027,MAS-SBC SHAT,MAS,SBC
12028,SBC-MAS SHAT,SBC,MAS
12029,SWARNA SHATA,NDLS,ASR
12030,SWARNA SHATA,ASR,NDLS
12031,NDLS-ASR-SHA,NDLS,ASR
12032,ASR-NDLS SHA,ASR,NDLS
12033,CNB NDLS SHT,CNB,NDLS
12034,NDLS CNB SHA,NDLS,CNB
12035,JP AF SHATAB,JP,AF
12036,AF JP SHATAB,AF,JP
12037,NDLS-LDH SHA,NDLS,LDH
12038,LDH-NDLS SHA,LDH,NDLS
12043,NDLS-MOGA SH,NDLS,MOGA
12044,MOGA-NDLS SH,MOGA,NDLS
12045,NDLS-CDG SHA,NDLS,CDG
12046,CDG-NDLS SHA,CDG,NDLS
12049,GATIMAN EXPR,AGC,NZM
12050,GATIMAN EXPR,NZM,AGC
12055,DDN JANSHATA,NDLS,DDN
12056,NEWDELHI JAN,DDN,NDLS
12073,HWH-BBS JAN,HWH,BBS
12074,BBS-HWH JAN,BBS,HWH
12077,MAS-BZA JAN,MAS,BZA
12078,BZA-MAS-JAN,BZA,MAS
12085,GHY-DBRG SHA,GHY,DBRG
12086,DBRG-GHY SHA,DBRG,GHY
12087,NHLN - GHY S,NHLN,GHY
12088,GHY - NHLN S,GHY,NHLN
12101,JNANESWARI D,LTT,HWH
12102,JNANESWARISU,HWH,LTT
12103,PUNE-LKO EXP,PUNE,LJN
12104,LJN-PUNE EXP,LJN,PUNE
12107,LTT-LJN EXPR,LTT,LJN
12108,LJN-LTT EXPR,LJN,LTT
12113,PUNE-NGP GAR,PUNE,NGP
12114,NGP-PUNE GAR,NGP,PUNE
12117,LTT MANMAD E,LTT,MMR
12118,MANMAD LTT E,MMR,LTT
12121,M P SMPRK KR,JBP,NZM
12122,M P S KRANTI,NZM,JBP
12129,AZAD HIND EX,PUNE,HWH
12130,HOWRAH PUNE,HWH,PUNE
12135,PUNE-NGP EXP,PUNE,NGP
12136,NGP-PUNE EXP,NGP,PUNE
12143,LTT-SLN SF E,LTT,SLN
12144,SLN LTT SF S,SLN,LTT
12145,LTT-PURI WEE,LTT,PURI
12146,PURI-LTT WEE,PURI,LTT
12151,SAMARSATA EX,LTT,HWH
12152,HWH-LTT SAMR,HWH,LTT
12159,AMI- JBP SUF,AMI,JBP
12160,JBP-AMI  SUF,JBP,AMI
12161,LASHKAR EXPR,LTT,AGC
12162,LASHKAR EXPR,AGC,LTT
12163,CHENNAI EXPR,DR,MS
12164,CHENNAI EXP,MS,DR
12165,LTT BSB SUP,LTT,BSB
12166,BSB LTT SUP,BSB,LTT
12167,LTT(T)-BSB S,LTT,BSB
12168,BSB-LTT SF E,BSB,LTT
12175,CHAMBAL EXP,HWH,GWL
12176,CHAMBAL EXPR,GWL,HWH
12177,CHAMBAL EXP,HWH,MTJ
12178,CHAMBAL EXP,MTJ,HWH
12179,INTERCITY,LJN,AGC
12180,INTERCITY,AGC,LJN
12189,JBP-NZM MAHA,JBP,NZM
12190,NZM-JBP MAHA,NZM,JBP
12191,SHRIDHAM SUP,NDLS,JBP
12192,JBP-NDLS SUF,JBP,NDLS
12193,YPR-JBP WEEK,YPR,JBP
12194,JBP-YPR WEEK,JBP,YPR
12205,NANDA DEVI E,NDLS,DDN
12206,NANDA DEVI E,DDN,NDLS
12213,DEE-YPR DURA,YPR,DEE
12214,DEE-YPR DURO,DEE,YPR
12215,DEE-BDTS GAR,DEE,BDTS
12216,BDTS-DEE GAR,BDTS,DEE
12219,LTT-SC AC DU,LTT,SC
12220,SC-LTT AC DU,SC,LTT
12221,PA-HWH DURAN,PUNE,HWH
12222,HWH-PUNE DUR,HWH,PUNE
12223,LTT-ERS DURO,LTT,ERS
12224,ERS-LTT DURO,ERS,LTT
12225,KAIFIAT EXP,AMH,DLI
12226,KAIFIAT EXP,DLI,AMH
12227,INDORE DURON,BCT,INDB
12228,MUMBAI DURON,INDB,BCT
12229,LUCKNOW MAIL,LKO,NDLS
12230,LUCKNOW MAIL,NDLS,LKO
12231,LKO - CDG EX,LKO,CDG
12232,CDG - LKO EX,CDG,LKO
12235,GHY-NDLS RAJ,DBRG,NDLS
12236,NDLS-GHY RAJ,NDLS,DBRG
12237,BSB-JAT EXP.,BSB,JAT
12238,JAT-BSB EXP.,JAT,BSB
12239,JAIPUR DURON,BCT,JP
12240,JP BCT DURON,JP,BCT
12241,CDG-ASR SUPE,CDG,ASR
12242,ASR-CDG SUPE,ASR,CDG
12243,MAS-CBE SHAT,MAS,CBE
12244,CBE-MAS  SHA,CBE,MAS
12245,HWH - YPR WE,HWH,YPR
12246,YPR - HWH WE,YPR,HWH
12247,BDTS NZM YUV,BDTS,NZM
12248,NZM  BDTS  Y,NZM,BDTS
12251,WAINGANGA EX,YPR,KRBA
12252,WAINGANGA EX,KRBA,YPR
12253,YPR-BGP ANGA,YPR,BGP
12254,BGP-YPR ANGA,BGP,YPR
12259,NDLS DURONTO,SDAH,NDLS
12260,SDAH DURONTO,NDLS,SDAH
12263,PUNE-NZM DUR,PUNE,NZM
12264,NZM-PUNE DUR,NZM,PUNE
12265,DEE-JAT DURO,DEE,JAT
12266,JAT-DEE,JAT,DEE
12267,ADI DURONTO,BCT,ADI
12268,BCT DURONTO,ADI,BCT
12269,MAS-NZM DURA,MAS,NZM
12270,NZM-MAS DURA,NZM,MAS
12273,HWH NDLS DUR,HWH,NDLS
12274,HWH DURONTO,NDLS,HWH
12275,ALD-NDLS-DUR,ALD,NDLS
12276,NDLS-ALD-DUR,NDLS,ALD
12277,HWH-PURI SHA,HWH,PURI
12278,PURI-HWH SHA,PURI,HWH
12281,BBS-NDLS DUR,BBS,NDLS
12282,NDLS-BBS DUR,NDLS,BBS
12283,ERS-NZM DURO,ERS,NZM
12284,NZM-ERS DURO,NZM,ERS
12285,SC-NZM DORON,SC,NZM
12286,NZM-SC DURON,NZM,SC
12291,YPR-MAS EXP,YPR,MAS
12292,MAS-YPR EXP,MAS,YPR
12293,LTT-ALD DURA,LTT,ALD
12294,ALD-LTT DURA,ALD,LTT
12297,ADI-PUNE DUR,ADI,PUNE
12298,PUNE-ADI DOR,PUNE,ADI
12301,KOLKATA RAJD,HWH,NDLS
12302,KOLKATA RAJD,NDLS,HWH
12303,POORVA EXPRE,HWH,NDLS
12304,POORVA EXPRE,NDLS,HWH
12305,KOLKATA RAJD,HWH,NDLS
12306,KOLKATA RAJD,NDLS,HWH
12307,HWH-JU EXP,HWH,JU
12308,JU-HWH SUPFA,JU,HWH
12309,PATNA RAJDHA,RJPB,NDLS
12310,PATNA RAJDHA,NDLS,RJPB
12313,SDAH RAJDHAN,SDAH,NDLS
12314,SDAH RAJDHAN,NDLS,SDAH
12317,AKAL TAKHT E,KOAA,ASR
12318,AKAL TAKHAT,ASR,KOAA
12319,KOAA-AGC WEE,KOAA,AGC
12320,AGC-KOAA WEE,AGC,KOAA
12327,UPASANA EXPR,HWH,DDN
12328,UPASANA EXPR,DDN,HWH
12331,HIMGIRI EXPR,HWH,JAT
12332,HIMGIRI EXPR,JAT,HWH
12333,VIBHUTI EXPR,HWH,ALY
12334,VIBHUTI EXPR,ALY,HWH
12335,BGP-LT(T) EX,BGP,LTT
12336,LTT-BGP EXP,LTT,BGP
12339,COALFIELD EX,HWH,DHN
12340,COALFIELD EX,DHN,HWH
12341,AGNIVEENA EX,HWH,ASN
12342,AGNIVEENA EX,ASN,HWH
12345,SARAIGHAT EX,HWH,GHY
12346,SARAIGHAT EX,GHY,HWH
12349,BGP NDLS EXP,BGP,NDLS
12350,NDLS BGP  EX,NDLS,BGP
12351,DANAPUR EXPR,HWH,RJPB
12352,DANAPUR EXP,RJPB,HWH
12355,ARCHNA EXPRE,RJPB,JAT
12356,ARCHNA EXPRE,JAT,RJPB
12357,DURGIANA EXP,KOAA,ASR
12358,ASR KOAA SUP,ASR,KOAA
12359,PNBE GARIB R,KOAA,PNBE
12360,KOL GARIB RA,PNBE,KOAA
12365,PNBE-RNC JAN,PNBE,RNC
12366,RNC-PNBE JAN,RNC,PNBE
12375,MAS ASN  EXP,MAS,ASN
12376,ASN MAS  EXP,ASN,MAS
12379,JALIANWALA B,SDAH,ASR
12380,JALIANWALA B,ASR,SDAH
12381,POORVA EXPRE,HWH,NDLS
12382,POORVA EXPRE,NDLS,HWH
12383,SDAH-ASN INT,SDAH,ASN
12384,INTERCITY EX,ASN,SDAH
12391,SHRAMJEEVI E,RGD,NDLS
12392,SHRAMJEEVI E,NDLS,RGD
12393,SAMPOORNA KR,RJPB,NDLS
12394,SAMPOORNKRAN,NDLS,RJPB
12409,GONDWANA EXP,RIG,NZM
12410,GONDWANA EXP,NZM,RIG
12411,CDG-ASR INTE,CDG,ASR
12412,ASR-CDG INTE,ASR,CDG
12415,IND NZM EXPR,INDB,DEE
12416,INTERCITY  E,DEE,INDB
12417,PRAYAG RAJ E,ALD,NDLS
12418,PRAYAG RAJ E,NDLS,ALD
12419,GOMTI EXP,LKO,NDLS
12420,GOMTI EXPRES,NDLS,LKO
12423,DBRT-NDLS RA,DBRT,NDLS
12424,NDLS-DBRT RA,NDLS,DBRT
12425,NDLS-JAT RAJ,NDLS,JAT
12426,JAT-NDLS RAJ,JAT,NDLS
12433,MAS-NZM RAJD,MAS,NZM
12434,NZM-MAS RAJD,NZM,MAS
12435,DBRT - NDLS,DBRT,NDLS
12436,NDLS - DBRT,NDLS,DBRT
12437,RAJDHANI EXP,SC,NZM
12438,NZM SC RAJDH,NZM,SC
12439,RNC NDLS RAJ,RNC,NDLS
12440,NDLS RNC RAJ,NDLS,RNC
12451,SHRAM SHKTI,CNB,NDLS
12452,SHRAM SHKTI,NDLS,CNB
12453,RNC-NDLS,RNC,NDLS
12454,NDLS-RNC,NDLS,RNC
12459,ASR-NDLS EXP,NDLS,ASR
12460,ASR-NDLS EXP,ASR,NDLS
12461,MANDOR EXPRE,DLI,JU
12462,MANDOR EXPRE,JU,DLI
12463,RAJSTHN S KR,DEE,JU
12464,RJSTHN S KRN,JU,DEE
12465,RANTHAMBORE,INDB,JU
12466,INTERCITY EX,JU,INDB
12469,CNB-JAT EXPR,CNB,JAT
12470,JAT-CNB EXPR,JAT,CNB
12479,SURYA NAGRI,JU,BDTS
12480,SURYANAGARI,BDTS,JU
12493,PUNE-NZM AC,PUNE,NZM
12494,NZM-PUNE AC,NZM,PUNE
12497,SHANE PUNJAB,NDLS,ASR
12498,SHANE PUNJAB,ASR,NDLS
12501,POORVATTAR S,GHY,NDLS
12502,POORVATTAR S,NDLS,GHY
12509,SBC -GHY EXP,BNC,GHY
12510,GHY-SBC EXP,GHY,BNC
12513,SC - GHY EXP,SC,GHY
12514,GHY - SC EXP,GHY,SC
12517,GARIB RATH E,KOAA,GHY
12518,GARIB RATH E,GHY,KOAA
12525,KOAA - DBRG,KOAA,DBRG
12526,DBRG - KOAA,DBRG,KOAA
12527,RMR-CDG - WE,RMR,CDG
12539,YPR-LKO EXPR,YPR,LKO
12540,LKO-YPR EXPR,LKO,YPR
12547,AF-ADI SUPER,AF,ADI
12548,ADI-AF SUPER,ADI,AF
12549,DURG - JAT S,DURG,JAT
12550,JAT - DURG S,JAT,DURG
12603,HYDERABAD EX,MAS,HYB
12604,CHENNAI EXP,HYB,MAS
12607,MAS-SBC LALB,MAS,SBC
12608,SBC-MAS LALB,SBC,MAS
12609,MAS-SBC EXP,MAS,SBC
12610,SBC-MAS EXP,SBC,MAS
12611,MAS-NZM GARI,MAS,NZM
12612,NZM-MAS GARI,NZM,MAS
12613,TIPU EXPRESS,MYS,SBC
12614,TIPPU EXP,SBC,MYS
12615,MAS-NDLS GRA,MAS,DEE
12616,G T EXPRESS,DEE,MAS
12617,MANGALA LDWE,ERS,NZM
12618,MNGLA LKSDP,NZM,ERS
12621,MAS-NDLS TAM,MAS,NDLS
12622,NDLS-MAS TAM,NDLS,MAS
12627,SBC-NDLS KAR,SBC,NDLS
12628,NDLS-SBC KAR,NDLS,SBC
12629,SAMPARKRANTH,YPR,NZM
12630,SAMPARKRANTH,NZM,YPR
12631,MS-TEN NELLA,MS,TEN
12632,TEN-MS NELLA,TEN,MS
12639,MAS-SBC BRIN,MAS,SBC
12640,SBC-MAS BRIN,SBC,MAS
12645,ERS-NZM MILL,ERS,NZM
12646,ERS-NZM  MIL,NZM,ERS
12647,KONGU EXPRES,CBE,NZM
12648,KONGU EXPRES,NZM,CBE
12649,SAMPARKAKRAN,YPR,NZM
12650,SAMPARKAKRAN,NZM,YPR
12653,ROCKFORT EXP,MS,TPJ
12654,ROCKFORT EXP,TPJ,MS
12655,NAVAJEEVAN E,ADI,MAS
12656,NAVAJEEVAN E,MAS,ADI
12657,MAS-SBC MAIL,MAS,SBC
12658,SBC-MAS MAIL,SBC,MAS
12663,HWH-TPJ EXPR,HWH,TPJ
12664,TPJ-HWH EXP,TPJ,HWH
12669,MAS-CPR GANG,MAS,CPR
12670,CPR-MAS GANG,CPR,MAS
12673,MAS-CBE CHER,MAS,CBE
12674,CBE-MAS CHER,CBE,MAS
12675,MAS-CBE KOVA,MAS,CBE
12676,CBE-MAS KOVA,CBE,MAS
12677,SBC-ERS INTE,SBC,ERS
12678,ERS-SBC INTE,ERS,SBC
12679,MAS-CBE INTE,MAS,CBE
12680,CBE-MAS INTE,CBE,MAS
12681,MAS CBE EXP,MAS,CBE
12682,CHENNAI EXP,CBE,MAS
12683,ERS-SBC EXP,ERS,SBC
12684,SBC-ERS EXP,SBC,ERS
12703,HWH-SC FALAK,HWH,SC
12704,SC-HWH FALAK,SC,HWH
12707,TPTY-NZM AP,TPTY,NZM
12708,AP SAMPARK K,NZM,TPTY
12711,BZA-MAS PINA,BZA,MAS
12712,MAS-BZA PINA,MAS,BZA
12713,BZA-SC SATAV,BZA,SC
12714,SC-BZA SATAV,SC,BZA
12721,HYB-NZM DAKS,HYB,NZM
12722,NZM-HYB DAKS,NZM,HYB
12723,TELANGANA EX,HYB,NDLS
12724,TELANGANA EX,NDLS,HYB
12731,TPTY-SC EXP,TPTY,SC
12732,SC-TPTY EXP,SC,TPTY
12733,TPTY-SC NARA,TPTY,SC
12734,SC-TPTY NARA,SC,TPTY
12735,SC-YPR GARIB,SC,YPR
12736,YPR-SC GARIB,YPR,SC
12759,MAS-HYB CHAR,MAS,HYB
12760,HYB-MAS CHAR,HYB,MAS
12761,TPTY-KRMR  E,TPTY,KRMR
12762,KRMR-TPTY EX,KRMR,TPTY
12763,TPTY-SC PADM,TPTY,SC
12764,SC-TPTY PADM,SC,TPTY
12765,TPTY-AMI EXP,TPTY,AMI
12766,AMI-TPTY EXP,AMI,TPTY
12769,TPTY-SC  SEV,TPTY,SC
12770,SC-TPTY  SEV,SC,TPTY
12771,SC-NGP  EXP,SC,NGP
12772,NGP-SC EXP,NGP,SC
12781,SWARNA JAYAN,MYS,NZM
12782,SWARNA JAYAN,NZM,MYS
12785,KCG-SBC EXP,KCG,SBC
12786,SBC-KCG EXP,SBC,KCG
12795,BZA-SC SUP E,BZA,SC
12796,SC-BZA SUP E,SC,BZA
12801,PURI-NDLS PU,PURI,NDLS
12802,NDLS-PURI PU,NDLS,PURI
12815,NANDAN KANAN,PURI,NDLS
12816,NANDAN KANAN,NDLS,PURI
12821,HWH-BBS-PURI,HWH,PURI
12822,PURI-BBS-HWH,PURI,HWH
12823,DURG-NZM CG,DURG,NZM
12824,NZM-DURG CG,NZM,DURG
12825,RNC NDLS SAM,RNC,NDLS
12826,NDLS RNC SAM,NDLS,RNC
12829,CEN-BBS WEEK,MAS,BBS
12830,BBS-CEN WEEK,BBS,MAS
12833,ADI -HOWRAH,ADI,HWH
12834,HOWRAH-AHMED,HWH,ADI
12837,HOWRAH-PURI,HWH,PURI
12838,PURI-HWH EXP,PURI,HWH
12839,HWH-MAS MAIL,HWH,MAS
12840,MAS-HWH MAIL,MAS,HWH
12841,HOWRAH-CHENN,HWH,MAS
12842,COROMANDEL E,MAS,HWH
12843,PUI-ADI S/F,PURI,ADI
12844,ADI-PURI S/F,ADI,PURI
12845,BBS-YPR S/FA,BBS,BNC
12846,BHUBANESHWAR,BNC,BBS
12863,HOWRAH YESVA,HWH,YPR
12864,YPR HOWRAH E,YPR,HWH
12871,HWH-TIG ISPA,HWH,TIG
12872,TIG-HWH ISPA,TIG,HWH
12875,PURI-NDLS NE,PURI,NDLS
12876,NDLS-PURI NE,NDLS,PURI
12877,RNC-NDLS GBR,RNC,NDLS
12878,NDLS RNC GBR,NDLS,RNC
12879,LTT-BBS BI-W,LTT,BBS
12880,BBS-LTT BI-W,BBS,LTT
12881,HWH-PURI GAR,HWH,PURI
12882,PURI-HWH GAR,PURI,HWH
12887,HWH-PURI S/F,HWH,PURI
12888,PURI-HWH S/F,PURI,HWH
12893,BBS-BLGR S/F,BBS,BLGR
12894,BLGR-BBS S/F,BLGR,BBS
12895,HWH-PURI WEE,HWH,PURI
12896,PURI-HWH WEE,PURI,HWH
12901,GUJARAT MAIL,BCT,ADI
12902,GUJARAT MAIL,ADI,BCT
12903,GOLDENTEMPLE,BCT,ASR
12904,GOLDN TEMPLE,ASR,BCT
12905,PBR HOWRAH E,PBR,HWH
12906,HWH PBR  OKH,HWH,PBR
12907,BDTS SMPRK K,BDTS,NZM
12908,MHRST SMPRK,NZM,BDTS
12909,NZM GARIB RA,BDTS,NZM
12910,BDTS GARIB R,NZM,BDTS
12913,TRISHATABDI,INDB,NGP
12914,TRISHATABDI,NGP,INDB
12915,ASHRAM EXPRE,ADI,DLI
12916,ASHRAM EXPRE,DLI,ADI
12917,GUJARAT SMPR,ADI,NZM
12918,GUJRAT S KRA,NZM,ADI
12921,FLYING RANEE,BCT,ST
12922,FLYING RANEE,ST,BCT
12923,INDB NAGPUR,INDB,NGP
12924,NGP INDORE E,NGP,INDB
12925,PASCHIM EXPR,BDTS,ASR
12926,PASCHIM EXPR,ASR,BDTS
12927,VADODARA EXP,BCT,BRC
12928,VADODARA EXP,BRC,BCT
12931,ADI DOUBLE D,BCT,ADI
12932,BCT DOUBLEDE,ADI,BCT
12933,KARNAVATI EX,BCT,ADI
12934,KARNAVATI EX,ADI,BCT
12935,BDTS SURAT E,BDTS,ST
12936,SURAT BDTS E,ST,BDTS
12939,PUNE JAIPUR,PUNE,JP
12940,JP PUNE SF E,JP,PUNE
12943,UDYOGKARMI E,BL,CNB
12944,UDHYOGKARMI,CNB,BL
12947,AZIMABAD EXP,ADI,PNBE
12948,AZIMABAD EXP,PNBE,ADI
12951,MUMBAI RAJDH,BCT,NDLS
12952,MUMBAI RAJDH,NDLS,BCT
12953,AUG KR RAJ E,BCT,NZM
12954,AG KRANTI RJ,NZM,BCT
12955,BCT JP SF EX,BCT,JP
12956,JP BCT SUPFA,JP,BCT
12957,SWARNA J RAJ,ADI,NDLS
12958,ADI SJ RAJDH,NDLS,ADI
12959,DADAR BHUJ E,DDR,BHUJ
12960,BHUJ DADAR E,BHUJ,DDR
12961,AVANTIKA EXP,BCT,INDB
12962,INDB - BCT A,INDB,BCT
12967,JAIPUR EXP,MAS,JP
12968,JP CHENNAI E,JP,MAS
12969,CBE JAIPUR E,CBE,JP
12970,JP CBE SF EX,JP,CBE
12973,INDB JP SF E,INDB,JP
12974,JP INDB SF E,JP,INDB
12975,MYS JP SF EX,MYS,JP
12976,JP MYS SF EX,JP,MYS
12979,BDTS JP SF E,BDTS,JP
12980,JP BDTS  SF,JP,BDTS
12985,DEE DOUBLE D,JP,DEE
12986,JP DOUBLE DC,DEE,JP
13005,AMRITSAR MAI,HWH,ASR
13006,ASR HWH MAIL,ASR,HWH
13009,DOON EXPRESS,HWH,DDN
13010,DOON EXPRESS,DDN,HWH
13049,AMRITSAR EXP,HWH,ASR
13050,ASR HWH EXPR,ASR,HWH
13063,HWH BLGT EXP,HWH,BLGT
13064,BLGT HWH EXP,BLGT,HWH
13071,HWH JMP EXPR,HWH,JMP
13072,JMP HWH EXP,JMP,HWH
13131,KOAA PNBE  E,KOAA,PNBE
13132,PNBE - KOAA,PNBE,KOAA
13133,SDAH  BSB EX,SDAH,BSB
13134,BSB SDAH EXP,BSB,SDAH
13137,KOAA-AMH WKL,KOAA,AMH
13138,AMH-BP WEEKL,AMH,KOAA
13151,JAMMU TAWI E,KOAA,JAT
13152,SEALDAH EXPR,JAT,KOAA
13155,MITHILANCHAL,KOAA,SMI
13156,MITHILANCHAL,SMI,KOAA
13161,KOLKATA-BALU,KOAA,BLGT
13162,BLGT-KOLKATA,BLGT,KOAA
13165,KOLKATA-SITA,KOAA,SMI
13166,SITAMARI-KOL,SMI,KOAA
13167,KOAA-AGC WKL,KOAA,AGC
13168,AGC-KOAA WKL,AGC,KOAA
13201,RJPB LTT EXP,RJPB,LTT
13202,LTT  RJPB EX,LTT,RJPB
13287,SOUTH BIHAR,DURG,RJPB
13288,SOUTH BIHAR,RJPB,DURG
13303,DHN -RNC INT,DHN,RNC
13304,RNC-DHN INTE,RNC,DHN
13319,BDME-RNC EXP,DGHR,RNC
13320,RNC-BDME EXP,RNC,DGHR
13329,GANGA DAMODA,DHN,PNBE
13330,GANGA DAMODA,PNBE,DHN
13331,DHN-PNBE INT,DHN,PNBE
13332,PNBE-DHN  IN,PNBE,DHN
13345,BSB-SGRL INT,BSB,SGRL
13346,SGRL-BSB INT,SGRL,BSB
13403,VANANCHAL EX,RNC,BGP
13404,VANANCHAL EX,BGP,RNC
14011,DLI-HSX EXPR,DLI,HSX
14012,HSX-DLI EXPR,HSX,DLI
14035,DLI PTK EXPR,DLI,PTK
14036,PTK DLI EXPR,PTK,DLI
14041,MUSSOORIE EX,DEE,DDN
14042,MUSSOORIE EX,DDN,DEE
14055,BRAHMAPUTRA,DBRG,DLI
14056,BRAHMPUTRA M,DLI,DBRG
14163,SANGAM EXPRE,ALD,MTC
14164,SANGAM EXP,MTC,ALD
14203,BSB LKO INTE,BSB,LKO
14204,LKO BSB INTE,LKO,BSB
14211,AGC INTERCIT,AGC,NDLS
14212,AGC INTERCIT,NDLS,AGC
14215,GANGA GOMTI,ALD,LKO
14216,GANGA GOMTI,LKO,ALD
14219,BSB-LKO EXPR,BSB,LKO
14220,LKO-BSB EXPR,LKO,BSB
14227,VARUNA EXPRE,BSB,LKO
14228,VARUNA EXP,LKO,BSB
14257,K V EXP,BSB,NDLS
14258,KASHI V EXPR,NDLS,BSB
14265,BSB DDN EXP,BSB,DDN
14266,DDN BSB EXPR,DDN,BSB
14309,UJJAINI EXPR,UJN,DDN
14310,UJJAIYANI EX,DDN,UJN
14317,IND DDN EXPR,INDB,DDN
14318,DEHRADUN IND,DDN,INDB
1442,DSJ-KK MTY S,DSJ,KK
14511,NAUCHANDI EX,ALD,SRE
14512,NAUCHANDI EX,SRE,ALD
14631,DDN ASR EXPR,DDN,ASR
14632,ASR DDN PASS,ASR,DDN
14633,RAVI EXPRESS,ASR,PTK
14634,RAVI EXPRESS,PTK,ASR
14645,SHALIMAR EXP,DLI,JAT
14646,SHALIMAR EXP,JAT,DLI
14661,JU BME EXP,JU,BME
14662,BME JU EXPRE,BME,JU
